本章	ホンショウ	本章	名詞-一般		
．	．	．	記号-句点		
EOS
受注	ジュチュウ	受注	名詞-サ変接続		
データ	データ	データ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
受注	ジュチュウ	受注	名詞-サ変接続		
区分	クブン	区分	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
持た	モタ	持つ	動詞-自立	五段・タ行	未然形
せ	セ	せる	動詞-接尾	一段	連用形
、	、	、	記号-読点		
受注	ジュチュウ	受注	名詞-サ変接続		
形態	ケイタイ	形態	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
確認	カクニン	確認	名詞-サ変接続		
できる	デキル	できる	動詞-自立	一段	基本形
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
に	ニ	に	助詞-格助詞-一般		
する	スル	する	動詞-自立	サ変・スル	基本形
．	．	．	記号-句点		
EOS
■	■	■	記号-一般		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
(			未知語		
Electronic			未知語		
D	ディー	D	記号-アルファベット		
a	エイ	a	記号-アルファベット		
t	ティー	t	記号-アルファベット		
a	エイ	a	記号-アルファベット		
lnterchange			未知語		
)			未知語		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
と	ト	と	助詞-並立助詞		
は	ハ	は	助詞-係助詞		
企業	キギョウ	企業	名詞-一般		
間	カン	間	名詞-接尾-一般		
で	デ	で	助詞-格助詞-一般		
電子	デンシ	電子	名詞-一般		
データ	データ	データ	名詞-一般		
の	ノ	の	助詞-連体化		
交換	コウカン	交換	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
行う	オコナウ	行う	動詞-自立	五段・ワ行促音便	基本形
システム	システム	システム	名詞-一般		
の	ノ	の	助詞-連体化		
総称	ソウショウ	総称	名詞-サ変接続		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
．	．	．	記号-句点		
EOS
交換	コウカン	交換	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
データ	データ	データ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
見積り	ミツモリ	見積り	名詞-サ変接続		
情報	ジョウホウ	情報	名詞-一般		
、	、	、	記号-読点		
受発注	ジュハッチュウ	受発注	名詞-サ変接続		
、	、	、	記号-読点		
決済	ケッサイ	決済	名詞-サ変接続		
、	、	、	記号-読点		
図面	ズメン	図面	名詞-一般		
データ	データ	データ	名詞-一般		
など	ナド	など	助詞-副助詞		
さまざま	サマザマ	さまざま	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
もの	モノ	もの	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
．	．	．	記号-句点		
EOS
当初	トウショ	当初	名詞-副詞可能		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
公衆	コウシュウ	公衆	名詞-一般		
回線	カイセン	回線	名詞-一般		
、	、	、	記号-読点		
V	ブイ	V	記号-アルファベット		
A	エイ	A	記号-アルファベット		
N	エヌ	N	記号-アルファベット		
(			未知語		
V	ブイ	V	記号-アルファベット		
a	エイ	a	記号-アルファベット		
l	エル	l	記号-アルファベット		
u	ユー	u	記号-アルファベット		
e	イー	e	記号-アルファベット		
A	エイ	A	記号-アルファベット		
d	ディー	d	記号-アルファベット		
d	ディー	d	記号-アルファベット		
e	イー	e	記号-アルファベット		
d	ディー	d	記号-アルファベット		
N	エヌ	N	記号-アルファベット		
e	イー	e	記号-アルファベット		
t	ティー	t	記号-アルファベット		
w	ダブリュー	w	記号-アルファベット		
o	オー	o	記号-アルファベット		
r	アール	r	記号-アルファベット		
k	ケイ	k	記号-アルファベット		
)			未知語		
・	・	・	記号-一般		
専用	センヨウ	専用	名詞-サ変接続		
線	セン	線	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
利用	リヨウ	利用	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
が	ガ	が	助詞-接続助詞		
、	、	、	記号-読点		
通信	ツウシン	通信	名詞-サ変接続		
コスト	コスト	コスト	名詞-一般		
の	ノ	の	助詞-連体化		
削減	サクゲン	削減	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
狙っ	ネラッ	狙う	動詞-自立	五段・ワ行促音便	連用タ接続
て	テ	て	助詞-接続助詞		
最近	サイキン	最近	名詞-副詞可能		
は	ハ	は	助詞-係助詞		
インターネット	インターネット	インターネット	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
利用	リヨウ	利用	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
の	ノ	の	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
主流	シュリュウ	主流	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
なっ	ナッ	なる	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
．	．	．	記号-句点		
EOS
この	コノ	この	連体詞		
よう	ヨウ	よう	副詞-一般		
な	ナ	な	感動詞		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
を	ヲ	を	助詞-格助詞-一般		
インターネット	インターネット	インターネット	名詞-一般		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
い	イ	い	名詞-一般		
は	ハ	は	助詞-係助詞		
W	ダブリュー	W	記号-アルファベット		
E	イー	E	記号-アルファベット		
B	ビー	B	記号-アルファベット		
-			未知語		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
と	ト	と	助詞-並立助詞		
呼ぶ	ヨブ	呼ぶ	動詞-自立	五段・バ行	基本形
．	．	．	記号-句点		
EOS
インターネット	インターネット	インターネット	名詞-一般		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
で	デ	だ	助動詞	特殊・ダ	連用形
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
W	ダブリュー	W	記号-アルファベット		
e	イー	e	記号-アルファベット		
b	ビー	b	記号-アルファベット		
ブラウザ			未知語		
や	ヤ	や	名詞-接尾-一般		
X	エックス	X	記号-アルファベット		
M	エム	M	記号-アルファベット		
L	エル	L	記号-アルファベット		
を	ヲ	を	助詞-格助詞-一般		
利用	リヨウ	利用	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
．	．	．	記号-句点		
EOS
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
で	デ	だ	助動詞	特殊・ダ	連用形
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
各	カク	各	接頭詞-名詞接続		
企業	キギョウ	企業	名詞-一般		
ごと	ゴト	ごと	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
インタフェース	インタフェース	インタフェース	名詞-一般		
、	、	、	記号-読点		
データ	データ	データ	名詞-一般		
レイアウト	レイアウト	レイアウト	名詞-サ変接続		
など	ナド	など	助詞-副助詞		
が	ガ	が	助詞-格助詞-一般		
異なっ	コトナッ	異なる	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
おり	オリ	おる	動詞-非自立	五段・ラ行	連用形
、	、	、	記号-読点		
それ	ソレ	それ	名詞-代名詞-一般		
が	ガ	が	助詞-格助詞-一般		
普及	フキュウ	普及	名詞-サ変接続		
の	ノ	の	助詞-連体化		
妨げ	サマタゲ	妨げ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
なっ	ナッ	なる	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
．	．	．	記号-句点		
EOS
この	コノ	この	連体詞		
ため	タメ	ため	名詞-非自立-副詞可能		
、	、	、	記号-読点		
ロゼッタネット			未知語		
など	ナド	など	助詞-副助詞		
の	ノ	の	助詞-連体化		
標準	ヒョウジュン	標準	名詞-一般		
仕様	シヨウ	仕様	名詞-一般		
も	モ	も	助詞-係助詞		
開発	カイハツ	開発	名詞-サ変接続		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
れ	レ	れる	動詞-接尾	一段	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
．	．	．	記号-句点		
EOS
■	■	■	記号-一般		
E	イー	E	記号-アルファベット		
O	オー	O	記号-アルファベット		
S	エス	S	記号-アルファベット		
(			未知語		
E	イー	E	記号-アルファベット		
l	エル	l	記号-アルファベット		
e	イー	e	記号-アルファベット		
c	シー	c	記号-アルファベット		
t	ティー	t	記号-アルファベット		
r	アール	r	記号-アルファベット		
i	アイ	i	記号-アルファベット		
c	シー	c	記号-アルファベット		
O	オー	O	記号-アルファベット		
r	アール	r	記号-アルファベット		
d	ディー	d	記号-アルファベット		
e	イー	e	記号-アルファベット		
r	アール	r	記号-アルファベット		
S	エス	S	記号-アルファベット		
y	ワイ	y	記号-アルファベット		
s	エス	s	記号-アルファベット		
t	ティー	t	記号-アルファベット		
e	イー	e	記号-アルファベット		
m	エム	m	記号-アルファベット		
)			未知語		
E	イー	E	記号-アルファベット		
D	ディー	D	記号-アルファベット		
I	アイ	I	記号-アルファベット		
の	ノ	の	助詞-連体化		
中	ナカ	中	名詞-非自立-副詞可能		
でも	デモ	でも	助詞-副助詞		
、	、	、	記号-読点		
特に	トクニ	特に	副詞-一般		
受発注	ジュハッチュウ	受発注	名詞-サ変接続		
データ	データ	データ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
交換	コウカン	交換	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
システム	システム	システム	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
E	イー	E	記号-アルファベット		
O	オー	O	記号-アルファベット		
S	エス	S	記号-アルファベット		
(			未知語		
自動	ジドウ	自動	名詞-一般		
発注	ハッチュウ	発注	名詞-サ変接続		
システム	システム	システム	名詞-一般		
)			未知語		
と	ト	と	助詞-格助詞-引用		
言う	イウ	言う	動詞-自立	五段・ワ行促音便	基本形
．	．	．	記号-句点		
EOS
古く	フルク	古い	形容詞-自立	形容詞・アウオ段	連用テ接続
から	カラ	から	助詞-格助詞-一般		
、	、	、	記号-読点		
主	オモ	主	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
小売	コウリ	小売	名詞-サ変接続		
店	テン	店	名詞-接尾-一般		
(			未知語		
発注	ハッチュウ	発注	名詞-サ変接続		
側	ガワ	側	名詞-接尾-一般		
)			未知語		
と	ト	と	助詞-並立助詞		
卸売	オロシウリ	卸売	名詞-サ変接続		
業者	ギョウシャ	業者	名詞-一般		
(			未知語		
受注	ジュチュウ	受注	名詞-サ変接続		
側	ガワ	側	名詞-接尾-一般		
)			未知語		
の	ノ	の	助詞-連体化		
間	アイダ	間	名詞-非自立-副詞可能		
で	デ	で	助詞-格助詞-一般		
利用	リヨウ	利用	名詞-サ変接続		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
れ	レ	れる	動詞-接尾	一段	連用形
発展	ハッテン	発展	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
た	タ	た	助動詞	特殊・タ	基本形
．	．	．	記号-句点		
EOS
ここ	ココ	ここ	名詞-代名詞-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
、	、	、	記号-読点		
V	ブイ	V	記号-アルファベット		
A	エイ	A	記号-アルファベット		
N	エヌ	N	記号-アルファベット		
会社	カイシャ	会社	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
経由	ケイユ	経由	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
データ	データ	データ	名詞-一般		
交換	コウカン	交換	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
例	レイ	例	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
E	イー	E	記号-アルファベット		
O	オー	O	記号-アルファベット		
S	エス	S	記号-アルファベット		
の	ノ	の	助詞-連体化		
仕組み	シクミ	仕組み	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
簡単	カンタン	簡単	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
説明	セツメイ	説明	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
．	．	．	記号-句点		
EOS
発注	ハッチュウ	発注	名詞-サ変接続		
側	ガワ	側	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
小売	コウリ	小売	名詞-サ変接続		
店	テン	店	名詞-接尾-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
あらかじめ	アラカジメ	あらかじめ	副詞-一般		
決め	キメ	決める	動詞-自立	一段	未然形
られ	ラレ	られる	動詞-接尾	一段	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
時間	ジカン	時間	名詞-副詞可能		
(			未知語		
毎日	マイニチ	毎日	名詞-副詞可能		
1	イチ	1	名詞-数		
7	ナナ	7	名詞-数		
時	ジ	時	名詞-接尾-助数詞		
など	ナド	など	助詞-副助詞		
)			未知語		
まで	マデ	まで	助詞-副助詞		
に	ニ	に	助詞-格助詞-一般		
発注	ハッチュウ	発注	名詞-サ変接続		
入力	ニュウリョク	入力	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
発注	ハッチュウ	発注	名詞-サ変接続		
データ	データ	データ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
V	ブイ	V	記号-アルファベット		
A	エイ	A	記号-アルファベット		
N	エヌ	N	記号-アルファベット		
会社	カイシャ	会社	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
送信	ソウシン	送信	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
おく	オク	おく	動詞-非自立	五段・カ行イ音便	基本形
．	．	．	記号-句点		
EOS
受注	ジュチュウ	受注	名詞-サ変接続		
側	ガワ	側	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
卸売	オロシウリ	卸売	名詞-サ変接続		
業者	ギョウシャ	業者	名詞-一般		
は	ハ	は	助詞-係助詞		
決まっ	キマッ	決まる	動詞-自立	五段・ラ行	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
時間	ジカン	時間	名詞-副詞可能		
(			未知語		
翌朝	ヨクアサ	翌朝	名詞-副詞可能		
6	ロク	6	名詞-数		
時	ジ	時	名詞-接尾-助数詞		
など	ナド	など	助詞-副助詞		
)			未知語		
に	ニ	に	助詞-格助詞-一般		
V	ブイ	V	記号-アルファベット		
A	エイ	A	記号-アルファベット		
N	エヌ	N	記号-アルファベット		
会社	カイシャ	会社	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
オンライン	オンライン	オンライン	名詞-一般		
接続	セツゾク	接続	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
その	ソノ	その	連体詞		
データ	データ	データ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
受信	ジュシン	受信	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
受注	ジュチュウ	受注	名詞-サ変接続		
完了	カンリョウ	完了	名詞-サ変接続		
と	ト	と	助詞-格助詞-一般		
する	スル	する	動詞-自立	サ変・スル	基本形
．	．	．	記号-句点		
EOS
E	イー	E	記号-アルファベット		
O	オー	O	記号-アルファベット		
S	エス	S	記号-アルファベット		
の	ノ	の	助詞-連体化		
問題	モンダイ	問題	名詞-ナイ形容詞語幹		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
発注	ハッチュウ	発注	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
商品	ショウヒン	商品	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
欠	ケツ	欠	名詞-一般		
品	ヒン	品	名詞-接尾-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
い	イ	いる	動詞-非自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
場合	バアイ	場合	名詞-副詞可能		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
．	．	．	記号-句点		
EOS
人手	ヒトデ	人手	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
介さ	カイサ	介す	動詞-自立	五段・サ行	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
分	ブン	分	名詞-非自立-副詞可能		
、	、	、	記号-読点		
発注	ハッチュウ	発注	名詞-サ変接続		
段階	ダンカイ	段階	名詞-一般		
で	デ	で	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
在庫	ザイコ	在庫	名詞-サ変接続		
確認	カクニン	確認	名詞-サ変接続		
でき	デキ	できる	動詞-自立	一段	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
から	カラ	から	助詞-接続助詞		
だ	ダ	だ	助動詞	特殊・ダ	基本形
．	．	．	記号-句点		
EOS
そこで	ソコデ	そこで	接続詞		
、	、	、	記号-読点		
欠	ケツ	欠	名詞-一般		
品	ヒン	品	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
とき	トキ	とき	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
どの	ドノ	どの	連体詞		
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
に	ニ	に	助詞-副詞化		
処	ショ	処	名詞-サ変接続		
現	ゲン	現	名詞-一般		
する	スル	する	動詞-自立	サ変・スル	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
あらかじめ	アラカジメ	あらかじめ	副詞-一般		
双方	ソウホウ	双方	名詞-一般		
で	デ	で	助詞-格助詞-一般		
決め	キメ	決める	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
おか	オカ	おく	動詞-非自立	五段・カ行イ音便	未然形
なけれ	ナケレ	ない	助動詞	特殊・ナイ	仮定形
ば	バ	ば	助詞-接続助詞		
なら	ナラ	なる	動詞-非自立	五段・ラ行	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
．	．	．	記号-句点		
EOS
■	■	■	記号-一般		
コール	コール	コール	名詞-固有名詞-人名-姓		
センター	センター	センター	名詞-一般		
の	ノ	の	助詞-連体化		
C	シー	C	記号-アルファベット		
T	ティー	T	記号-アルファベット		
I	アイ	I	記号-アルファベット		
システム	システム	システム	名詞-一般		
受注	ジュチュウ	受注	名詞-サ変接続		
業務	ギョウム	業務	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
効率	コウリツ	効率	名詞-一般		
化	カ	化	名詞-接尾-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
ため	タメ	ため	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
コール	コール	コール	名詞-固有名詞-人名-姓		
センター	センター	センター	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
設置	セッチ	設置	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
たり	タリ	たり	助詞-並立助詞		
、	、	、	記号-読点		
外部	ガイブ	外部	名詞-一般		
の	ノ	の	助詞-連体化		
コール	コール	コール	名詞-固有名詞-人名-姓		
センター	センター	センター	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
アウトソーシング			未知語		
し	シ	する	動詞-自立	サ変・スル	連用形
たり	タリ	たり	助詞-並立助詞		
する	スル	する	動詞-自立	サ変・スル	基本形
場合	バアイ	場合	名詞-副詞可能		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
．	．	．	記号-句点		
EOS
コール	コール	コール	名詞-固有名詞-人名-姓		
センター	センター	センター	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
設ける	モウケル	設ける	動詞-自立	一段	基本形
の	ノ	の	名詞-非自立-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
通信	ツウシン	通信	名詞-サ変接続		
販売	ハンバイ	販売	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
行っ	オコナッ	行う	動詞-自立	五段・ワ行促音便	連用タ接続
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
企業	キギョウ	企業	名詞-一般		
や	ヤ	や	助詞-並立助詞		
、	、	、	記号-読点		
電話	デンワ	電話	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
受注	ジュチュウ	受注	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
多い	オオイ	多い	形容詞-自立	形容詞・アウオ段	基本形
企業	キギョウ	企業	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
多い	オオイ	多い	形容詞-自立	形容詞・アウオ段	基本形
．	．	．	記号-句点		
EOS
特に	トクニ	特に	副詞-一般		
、	、	、	記号-読点		
T	ティー	T	記号-アルファベット		
V	ブイ	V	記号-アルファベット		
コマーシャル	コマーシャル	コマーシャル	名詞-一般		
や	ヤ	や	助詞-並立助詞		
新聞	シンブン	新聞	名詞-一般		
広告	コウコク	広告	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
定期	テイキ	定期	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
に	ニ	に	助詞-副詞化		
放映	ホウエイ	放映	名詞-サ変接続		
・	・	・	記号-一般		
掲載	ケイサイ	掲載	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
ある	アル	ある	連体詞		
特定	トクテイ	特定	名詞-サ変接続		
の	ノ	の	助詞-連体化		
日	ヒ	日	名詞-非自立-副詞可能		
、	、	、	記号-読点		
特定	トクテイ	特定	名詞-サ変接続		
の	ノ	の	助詞-連体化		
時間	ジカン	時間	名詞-副詞可能		
に	ニ	に	助詞-格助詞-一般		
大量	タイリョウ	大量	名詞-形容動詞語幹		
の	ノ	の	助詞-連体化		
注文	チュウモン	注文	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
処理	ショリ	処理	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	未然形
なけれ	ナケレ	ない	助動詞	特殊・ナイ	仮定形
ば	バ	ば	助詞-接続助詞		
なら	ナラ	なる	動詞-非自立	五段・ラ行	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
企業	キギョウ	企業	名詞-一般		
など	ナド	など	助詞-副助詞		
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
非常	ヒジョウ	非常	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
有効	ユウコウ	有効	名詞-形容動詞語幹		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
．	．	．	記号-句点		
EOS
コール	コール	コール	名詞-固有名詞-人名-姓		
センター	センター	センター	名詞-一般		
の	ノ	の	助詞-連体化		
C	シー	C	記号-アルファベット		
T	ティー	T	記号-アルファベット		
I	アイ	I	記号-アルファベット		
システム	システム	システム	名詞-一般		
(			未知語		
図	ズ	図	名詞-接尾-一般		
4	ヨン	4	名詞-数		
-			未知語		
5	ゴ	5	名詞-数		
)			未知語		
で	デ	で	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
顧客	コキャク	顧客	名詞-一般		
から	カラ	から	助詞-格助詞-一般		
電話	デンワ	電話	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
かかっ	カカッ	かかる	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
た	タ	た	助動詞	特殊・タ	基本形
とき	トキ	とき	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
発信	ハッシン	発信	名詞-サ変接続		
者	シャ	者	名詞-接尾-一般		
番号	バンゴウ	番号	名詞-一般		
・	・	・	記号-一般		
(			未知語		
電話	デンワ	電話	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
かけ	カケ	かける	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
た	タ	た	助動詞	特殊・タ	基本形
顧客	コキャク	顧客	名詞-一般		
の	ノ	の	助詞-連体化		
電話	デンワ	電話	名詞-サ変接続		
番号	バンゴウ	番号	名詞-一般		
)			未知語		
を	ヲ	を	助詞-格助詞-一般		
キー	キー	キー	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
顧客	コキャク	顧客	名詞-一般		
データベース	データベース	データベース	名詞-一般		
から	カラ	から	助詞-格助詞-一般		
、	、	、	記号-読点		
顧客	コキャク	顧客	名詞-一般		
情報	ジョウホウ	情報	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
ポップアップ	ポップアップ	ポップアップ	名詞-一般		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
せる	セル	せる	動詞-接尾	一段	基本形
．	．	．	記号-句点		
EOS
あらかじめ	アラカジメ	あらかじめ	副詞-一般		
電話	デンワ	電話	名詞-サ変接続		
相手	アイテ	相手	名詞-一般		
の	ノ	の	助詞-連体化		
情報	ジョウホウ	情報	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
知っ	シッ	知る	動詞-自立	五段・ラ行	連用タ接続
て	テ	て	助詞-接続助詞		
おく	オク	おく	動詞-非自立	五段・カ行イ音便	基本形
こと	コト	こと	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
目的	モクテキ	目的	名詞-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
．	．	．	記号-句点		
EOS
初期	ショキ	初期	名詞-一般		
ポップアップ	ポップアップ	ポップアップ	名詞-一般		
画面	ガメン	画面	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
、	、	、	記号-読点		
?			未知語		
@			未知語		
顧客	コキャク	顧客	名詞-一般		
情報	ジョウホウ	情報	名詞-一般		
フレーム	フレーム	フレーム	名詞-一般		
、	、	、	記号-読点		
?			未知語		
A	エイ	A	記号-アルファベット		
電話	デンワ	電話	名詞-サ変接続		
制御	セイギョ	制御	名詞-サ変接続		
フレーム	フレーム	フレーム	名詞-一般		
、	、	、	記号-読点		
?			未知語		
B	ビー	B	記号-アルファベット		
別	ベツ	別	名詞-接尾-一般		
アプリケーション	アプリケーション	アプリケーション	名詞-一般		
起動	キドウ	起動	名詞-サ変接続		
フレーム	フレーム	フレーム	名詞-一般		
、	、	、	記号-読点		
?			未知語		
C	シー	C	記号-アルファベット		
応対	オウタイ	応対	名詞-サ変接続		
スクリプト	スクリプト	スクリプト	名詞-一般		
など	ナド	など	助詞-副助詞		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
．	．	．	記号-句点		
EOS
顧客	コキャク	顧客	名詞-一般		
情報	ジョウホウ	情報	名詞-一般		
フレーム	フレーム	フレーム	名詞-一般		
